ID;Site;Latitude ;Longitude ;Exact location ;Literary source;Site type;Min_date;Max_date;Bibliography - title nr. 1 ;DOI;Bibliography - title nr. 2 ;DOI;Notes
1083;Tympaki - Kokkinos Pyrgos;35,081437;24,764238;N;;settlement;201;824;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
1084;Tzermiado: Gaitanou;35,202122;25,484582;Y;;settlement;201;700;Watrous, Livingston Vance. 1982. Lasithi, a history of settlement on a highland plain in Crete. Princeton, N.J.: American School of Classical Studies at Athens. http://catalog.hathitrust.org/api/volumes/oclc/6941716.html.;;;;
1085;Tzermiado: Vouno;35,186908;25,475761;Y;;settlement;201;600;Watrous, Livingston Vance. 1982. Lasithi, a history of settlement on a highland plain in Crete. Princeton, N.J.: American School of Classical Studies at Athens. http://catalog.hathitrust.org/api/volumes/oclc/6941716.html.;;;;
1086;Tzitzifes - Ano Panagia;35,370542;24,14956;Y;;church;961;1205;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Antourakes, Georgios. 1978. Toichografimenoi Byzantinoi Naoi tes Kretes. Eparchia: Sfakion - Apokoronou - Rethymnes. Volume A. Athens.;;coordinates: village center
1087;Tzitzifia - Ag. Apostoloi;35,342731;23,595388;Y;;church;961;1205;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;;;
1088;Vafes - Agioi Asomatoi;35,366574;24,183072;Y;;cemetery church           coin                   settlement;201;824;ΑΔ Β2 Χρονικά 56-59 (2001-2004);;AΔ 55 (2000);;
1089;Vafes - Agioi Asomatoi;35,366574;24,183072;Y;;settlement\cemetery\church\coin;961;1205;ΑΔ Β2 Χρονικά 56-59 (2001-2004);;AΔ 55 (2000);;
1090;Vafes Chanion;35,360736;24,173324;Y;;settlement;601;824;Poulou-Papademetriou, Natalia. 2011. Tekmeria ylikou politismou ste vyzantine Krete: apo ton 7o eos to telos tou 12ou aiona. In Kapsomenos, E. G. and M. Andreadaki-Vlazaki and M. Andrianakis (eds.), Pepragmena tou Ι´Diethnous Kretologikou Synergiou (Chania, 1-8 Oktomvriou 2006), tomos Α: Panegyrikes Synedries - Olomeleies - Stroggyles Trapezes - Oi diorganotes kai to programma tou Synedriou, Chania, 381-447.;;;;coordinates: village center
1091;Vafes Chanion;35,360736;24,173324;;;settlement;601;824;Poulou-Papademetriou, Natalia. 2011. Tekmeria ylikou politismou ste vyzantine Krete: apo ton 7o eos to telos tou 12ou aiona. In Kapsomenos, E. G. and M. Andreadaki-Vlazaki and M. Andrianakis (eds.), Pepragmena tou Ι´Diethnous Kretologikou Synergiou (Chania, 1-8 Oktomvriou 2006), tomos Α: Panegyrikes Synedries - Olomeleies - Stroggyles Trapezes - Oi diorganotes kai to programma tou Synedriou, Chania, 381-447.;;;;
1092;Vaggeliana - AKS AT6 (Chorafakia);35,563335;24,116922;Y;;settlement;301;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1093;Vaina Sto Skouro;35,040186;25,818238;Y;;settlement;301;824;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;coordinates: Upper settlement
1094;Vaina Sto Skouro;35,040186;25,818238;Y;;settlement;961;1205;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
1095;Vainia Stavromenos;35,025802;25,780279;Y;;city\water construction;701;800;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
1096;Vainia Stavromenos;35,025802;25,780279;Y;;city\water construction;1101;1205;Nowicki, Krzysztof. 2000. Defensible sites in Crete, c. 1200-800 B.C: (LM IIIB/IIIC trough early geometric). Liège: Université de Liège.;;;;
1097;Vamos;35,40836;24,197755;Y;Y;settlement ;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1098;Varvaroi (Myrtia);35,234992;25,209682;Y;Y;settlement;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1099;Varypetro;35,458048;23,979053;Y;;settlement\cemetery\cistern\fortification;201;824;Gigourtakes, Nikos. 2015. The byzantine fortifications in Crete between 5th c. A.D. until 1206. Rethymno: MA dissertation.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;official site: ΥΠΠΟ/ΑΡΧ/Α1/Φ25/8487/447
1100;Varypetro;35,458048;23,979053;Y;;settlement\cemetery\cistern\fortification;961;1205;Gigourtakes, Nikos. 2015. The byzantine fortifications in Crete between 5th c. A.D. until 1206. Rethymno: MA dissertation.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;official site: ΥΠΠΟ/ΑΡΧ/Α1/Φ25/8487/447
1101;Varypetro;35,458048;23,979053;Y;;coin;705;711;Gigourtakes, Nikos. 2015. The byzantine fortifications in Crete between 5th c. A.D. until 1206. Rethymno: MA dissertation.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Justinian II coin - beginning of 8th c., official site: ΥΠΠΟ/ΑΡΧ/Α1/Φ25/8487/447
1102;Vasilika Anogeia;35,008094;24,969017;Y;Y;city;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;
1103;Vasilika Anogeia;35,008094;24,969017;Y;Y;settlement;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;
1104;Vasiliki  - GOUR40;35,090763;25,809793;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1105;Vasiliki - Ag. Ioannis - Sta Logena -GOUR33;35,090482;25,808162;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1106;Vasiliki - Ag. Ioannis - Sta Logena -GOUR33;35,090482;25,808162;Y;;church;313;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1107;Vasiliki - GOUR42;35,086742;25,811552;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1108;Vasiliki - GOUR42;35,086742;25,811552;Y;;church;313;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1109;Vasiliki - GOUR71;35,082161;25,811605;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1110;Vasiliki - Monastiraki - GOUR74;35,077701;25,808258;Y;;settlement;401;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1111;Vasiliki - Monastiraki - GOUR80;35,076717;25,816579;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1112;Vasiliki - Monastiraki - GOUR85;35,074101;25,812909;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1113;Vasiliki - Monastiraki - GOUR87;35,074347;25,808403;Y;;settlement;201;400;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1114;Vasiliki - Monastiraki -GOUR86;35,075383;25,807609;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1115;Vasiliki - Panekklisia - GOUR41;35,086531;25,810565;Y;;settlement\church;401;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
1116;Vasiliki (Asterousia);34,985473;24,992458;N;;settlement;301;824;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;coordinates: village center
1117;Vasiliki (Asterousia);34,985473;24,992458;N;;settlement;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
1118;Vasiliki (Ierapetra);35,086527;25,805886;Y;;cemetery\church          ;401;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1119;Vasiliki (Ierapetra);35,086527;25,805886;Y;;settlement;201;300;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1120;Vatolakkos ;35,449986;23,894343;Y;;church;961;1205;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Kalokyres, Konstantinos, D. 1952. Vyzantina mnemeia Kretes. Kretika Chronika ST', 2, 211 - 217;;
1121;Vigla Zakrou;35,100429;26,210906;Y;;settlement;961;1205;ΑΔ Β2 Χρονικά 28 (1973);;;;
1122;Viglia;35,007327;25,738311;Y;;city\settlement\cistern\                    settlement\water construction;201;824; ΑΔ Β2 Χρονικά 50 (1995);;Pariente Anne. 1990. Chronique des fouilles et découvertes archéologiques en Grèce en 1983. Bulletin de correspondance hellénique. Volume 114, livraison 2, 1990. p. 703 - 850.;;official site: ΥΠΠΟ/ΑΡΧ/Α/Φ31/24456/1834 π.ε.
1123;Viglotopoi;35,24641;24,514924;Y;;church;313;824;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;
1124;Viglotopoi;35,24641;24,514924;Y;;church;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;
1125;Viranepiskopi - A(g)rion;35,369959;24,616215;Y;Y;settlement;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
1126;Vorias - Papadaki (Maleme);35,513453;23,851872;Ν;;settlement;401;700;ΑΔ Β2 Χρονικά 37 (1982);;Pariente Anne. 1990. Chronique des fouilles et découvertes archéologiques en Grèce en 1983. Bulletin de correspondance hellénique. Volume 114, livraison 2, 1990. p. 703 - 850.;;coordinates: after description
1127;Voroi Messaras - FES 58;35,068463;24,8111767;Υ;;settlement\church;201;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;POULOU-PAPADEMETRIOU, N. 2011: Τεκμήρια υλικού πολιτισμού στη βυ-ζαντινή Κρήτη: από τον 7ο έως το τέλος του 12ου αιώνα, in E.G. KAP-SOMENOS - M. ANDREADAKI-VLAZAKI and M. ANDRIANAKIS (eds), Πε-πτραγμένα του Ι´ Διευθνούς Κρητολογικού Συνεδρίου (Χανιά, 1-8 Οκτωβρίου 2006), τόμος Α: Πανηγυρικές Συνεδρίες - Ολομέλειες - Στρογγυλές Τράπεζες - Οι διοργανωτές και το πρόγραμμα του Συνε-δρίου, Chania, p. 381-447.;;
1128;Vothanos - AKS KN1(Kounoupidiana);35,529304;24,090636;Y;;settlement;301;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1129;Vothanos - AKS KN1(Kounoupidiana);35,529304;24,090636;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1130;Vothanos - AKS KN2 (Kounoupidiana);35,528972;24,092482;Y;;settlement;201;300;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1131;Vothanos - AKS KN2 (Kounoupidiana);35,528972;24,092482;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1132;Vothanos - AKS KN5 (Kounoupidiana);35,527068;24,089756;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1133;Vothanos - AKS KN5 (Kounoupidiana);35,527068;24,089756;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
1134;Voulgaro - Agia Varvara (Latziana);35,436602;23,696358;Y;;church;901;1100;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;
1135;Voulismeni (Ag. Onouphrios);35,264977;25,600186;Y;;monastery;961;1205;Andrianakes, Michales G. and Giapitsoglou, Kostas D. 2014. Christianika mnemeia tes Kretes. Heraklion. ;;;;
1136;Vourlidoriza cave ;35,118903;26,129728;N;;settlement;401;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;Byzaantine sherds. Coordinates: after poor desctiption
1137;Vourlidoriza cave ;35,118903;26,129728;N;;settlement;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;Byzaantine sherds. Coordinates: after poor desctiption
1138;Vourlitis (Ag. Andreas Kritis);35,053122;24,909194;N;;church\cistern;1101;1205;ΑΔ Β2 Χρονικά 56-59 (2001-2004);;;;coordinates: according to a poor description - right to the road Heraklion - Ag. Deka - Moires 
1139;Vouvas - Ag. Paraskevi;35,211331;24,89384;Y;;church;961;1205;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Antourakes, Georgios. 1977. Ai monai Myriokefalon kai Roustikon Kretes meta ton parekklesion auton. Athens. ;;
1140;Vrachasi;35,272577;25,56426;Y;;settlement;961;1205;Katifori, Marianna. 2005. Chartografike Melete tou Merampellou sta chronia tes Venetokratias. Ta monaseria kai organose tou chorou. Efarmoge sta Geografika systemata Pleroforion.  ΜΑ thesis, University of Crete.;;Spanakes, Stergios G. 1990. Poleis kai Choria tes Kretes sto perasma ton aionon: metroon ton oikismon. Detorakes: Athens. ;;coordinates: village center
1141;Vrachasi -  Ag. Georgios;35,258149;25,553472;Y;;church            monastery;961;1205;Katifori, Marianna. 2005. Chartografike Melete tou Merampellou sta chronia tes Venetokratias. Ta monaseria kai organose tou chorou. Efarmoge sta Geografika systemata Pleroforion.  ΜΑ thesis, University of Crete.;;Psilakes, Nikos. 1994. Monasteria kai eremeteria Kretes. Heraklion: published by author. ;;
1142;Vrachasi - Ag. Ioannis Chryssostomos;35,273199;25,561886;Y;;church;961;1205;Spanakes, S. G. (1991–1993). Póleis kai horiá tis Kritis sto pérasma ton aiónon [Towns and Villages of Crete in the Passing of Centuries] (Vols. 1–2). Heraklion: Grafikés Téhnes G. Detorákis;;Katifori, Marianna. 2005. Chartografike Melete tou Merampellou sta chronia tes Venetokratias. Ta monaseria kai organose tou chorou. Efarmoge sta Geografika systemata Pleroforion.  ΜΑ thesis, University of Crete.;;
1143;Vrachasi - Ag. Ioannis Prodromos;35,263346;25,564375;Y;;church;961;1205;Platakes, Emmanouil. 1972. Palaies Ekklesies sto Vrachasi. Agios Nikolaos.;;;;
1144;Vrachasi Anavlochos ;35,287175;25,558967;Y;;hamlet\cistern;1101;1205;Platakes, Emmanouil. 1972. Palaies Ekklesies sto Vrachasi. Agios Nikolaos.;;;;
